algo,k,frac,m,seed,r1,r2,r3
random,16,0.5,41686,3,1.0003358730110259,0.9966943060757629,1.00167196987945
random,16,0.5,41686,4,0.996481439506434,0.9955780995983412,1.000935679137497
lightweight,32,0.0025,208,0,1.0094419070387433,0.580702086877503,1.1897204044436924
lightweight,32,0.0025,208,1,0.9739419693789501,0.5703645363490358,1.2003569795003755
lightweight,32,0.0025,208,2,0.9733348812258203,0.5345812779153838,1.1933233033219703
lightweight,32,0.0025,208,3,0.9507026351449577,0.5212116772812071,1.2692131699380063
lightweight,32,0.0025,208,4,0.9823470261595298,0.5657048643345561,1.2127111456714967
random,32,0.0025,208,0,0.9453980830190633,0.5243805613084588,1.2095141270906162
random,32,0.0025,208,1,1.0639815162855595,0.6396909881831526,1.1898915058200488
random,32,0.0025,208,2,0.9544681533591975,0.5367494172647337,1.2083560502045074
random,32,0.0025,208,3,0.9327984606494221,0.5743365210145128,1.1788549203017948
random,32,0.0025,208,4,1.0461449597702848,0.5321449056513756,1.2290349145180248
lightweight,32,0.005,417,0,0.990816826856331,0.7493339097587389,1.1446301406689245
lightweight,32,0.005,417,1,1.0406198817643382,0.7546825209752326,1.130938422444107
lightweight,32,0.005,417,2,1.0054535089908059,0.7192036512841535,1.1125810311951378
lightweight,32,0.005,417,3,0.9326002971935725,0.6940605942183661,1.1343415311686558
lightweight,32,0.005,417,4,1.029340911349318,0.7247535644673158,1.1360779307523037
random,32,0.005,417,0,0.9559408506869352,0.7110690442615862,1.1106119573396063
random,32,0.005,417,1,1.009436567718883,0.7133441106718404,1.1581652874801862
random,32,0.005,417,2,0.9642546530464093,0.6679247479489038,1.181389259036652
random,32,0.005,417,3,0.957713360690366,0.6940678512775355,1.1316851224650735
random,32,0.005,417,4,0.9892698710895564,0.7115318431854889,1.1303576008620593
lightweight,32,0.01,834,0,0.9960580417724556,0.8228796674478914,1.1126178996407916
lightweight,32,0.01,834,1,1.0227061198027083,0.8414592959783843,1.0869115586504776
lightweight,32,0.01,834,2,0.9946683919682284,0.8322704857839084,1.1013924889930722
lightweight,32,0.01,834,3,0.9653386084240538,0.8074880284054579,1.0808334434182314
lightweight,32,0.01,834,4,1.011272876340452,0.8348780537002141,1.0802750575074207
random,32,0.01,834,0,0.9797335775975202,0.8127452353420345,1.0924169819707845
random,32,0.01,834,1,1.0191317504948352,0.8332611820645234,1.1028859959540065
random,32,0.01,834,2,0.9944716591884474,0.8212399613277063,1.0932933022525941
random,32,0.01,834,3,0.98034121843853,0.7964255114400124,1.0915081979731078
random,32,0.01,834,4,0.9899916204740511,0.8198647485791316,1.0825287224703513
lightweight,32,0.05,4169,0,0.9974498577348221,0.9427029927754937,1.0299734415845745
lightweight,32,0.05,4169,1,1.0072094662427875,0.9500494650520969,1.0359057211359521
lightweight,32,0.05,4169,2,1.000420327127922,0.9510709559702996,1.027225469559302
lightweight,32,0.05,4169,3,0.9863690603116319,0.9280559882098285,1.0250590675578843
lightweight,32,0.05,4169,4,1.0017867631104214,0.9305968029359766,1.0360574975153234
random,32,0.05,4169,0,0.992722141949778,0.9358864113769756,1.0280242877436865
