algo,k,frac,m,seed,center_idx,energy,valence,danceability,acousticness
random,2,0.1,8337.0,4.0,1,0.33201222531276087,0.3335417977481236,0.4764453294412011,0.7477670621142614
lightweight,2,0.25,20843.0,0.0,0,0.3351876189746765,0.3394466702451687,0.4769539764176414,0.748557649424479
lightweight,2,0.25,20843.0,0.0,1,0.7645451080947532,0.5156930195457357,0.5941754894081479,0.14860082970278132
lightweight,2,0.25,20843.0,1.0,0,0.3284748317927188,0.3353371775837208,0.47643670640733105,0.747316154958543
lightweight,2,0.25,20843.0,1.0,1,0.765928193359114,0.5197016446898206,0.5962955045905348,0.15060310935768081
lightweight,2,0.25,20843.0,2.0,0,0.762769909161203,0.5198865740790558,0.5953371498796429,0.14501896947758705
lightweight,2,0.25,20843.0,2.0,1,0.3375184579485945,0.34127602653508293,0.4778489891575566,0.7446663030627434
lightweight,2,0.25,20843.0,3.0,0,0.3406559539671067,0.33997852967014464,0.48172700213330144,0.7381126016118672
lightweight,2,0.25,20843.0,3.0,1,0.764833475521555,0.5207649479456844,0.5974796143824938,0.14789936189623068
lightweight,2,0.25,20843.0,4.0,0,0.7636634059204817,0.5166431306115322,0.5973888168261782,0.15060799681079162
lightweight,2,0.25,20843.0,4.0,1,0.33632311060641484,0.33947555776183513,0.4765972518622794,0.7471738112545536
random,2,0.25,20843.0,0.0,0,0.763030555176646,0.5203851541399531,0.5957912972309367,0.15150656398104115
random,2,0.25,20843.0,0.0,1,0.33165632557838487,0.32904427730140734,0.46916068597314337,0.7479818821016024
random,2,0.25,20843.0,1.0,0,0.33730030204937816,0.3448628352428592,0.47674461836372417,0.7482516736808141
random,2,0.25,20843.0,1.0,1,0.761604192270926,0.5180720893076604,0.597616277481906,0.15078124797214423
random,2,0.25,20843.0,2.0,0,0.7633523848404424,0.5223206402667205,0.5955369327073549,0.15384794545485633
random,2,0.25,20843.0,2.0,1,0.3284368887243731,0.3284166879271068,0.4718035958346891,0.7518504350553213
random,2,0.25,20843.0,3.0,0,0.7633016824466985,0.5186578618622705,0.5963052244397518,0.15307147792180537
random,2,0.25,20843.0,3.0,1,0.3307260021746183,0.3380255456020771,0.47785350535540394,0.7467914309444992
random,2,0.25,20843.0,4.0,0,0.33231201323481596,0.3354712825592722,0.47493960701526455,0.7482896324699584
random,2,0.25,20843.0,4.0,1,0.7641781409601622,0.5211131406196794,0.5954033707865165,0.15445495216139085
lightweight,2,0.5,41686.0,0.0,0,0.33713991172914615,0.3369852989264195,0.47711401446946167,0.7455517045587561
lightweight,2,0.5,41686.0,0.0,1,0.7649355000468385,0.5202146897929264,0.5966110145390695,0.14885399952602463
lightweight,2,0.5,41686.0,1.0,0,0.76595938079502,0.5203102376672121,0.5954970988884492,0.15011454181374828
lightweight,2,0.5,41686.0,1.0,1,0.33319459183304323,0.3381424588512603,0.47729934080428676,0.7459196574799827
lightweight,2,0.5,41686.0,2.0,0,0.7637838406751352,0.520919219475206,0.5956604964239905,0.148248063651928
