algo,k,frac,m,seed,center_idx,longitude,latitude
random,4,0.01,9993.0,1.0,1,-73.9193194168025,40.79929922648654
random,4,0.01,9993.0,1.0,2,-73.99452427745629,40.7281429984121
random,4,0.01,9993.0,1.0,3,-73.97017060416496,40.770182471957945
random,4,0.01,9993.0,2.0,0,-73.95369814449242,40.69315119401383
random,4,0.01,9993.0,2.0,1,-73.99550009367191,40.721815052889895
random,4,0.01,9993.0,2.0,2,-73.97814448111825,40.7617064334895
random,4,0.01,9993.0,2.0,3,-73.92685955574999,40.79481144267479
random,4,0.01,9993.0,3.0,0,-73.97016129071453,40.76848576649333
random,4,0.01,9993.0,3.0,1,-73.95495171702322,40.69267264374811
random,4,0.01,9993.0,3.0,2,-73.99453140850412,40.72842788743989
random,4,0.01,9993.0,3.0,3,-73.91869211985573,40.79744964360586
random,4,0.01,9993.0,4.0,0,-73.99443188778841,40.72910145634624
random,4,0.01,9993.0,4.0,1,-73.97000588999718,40.76966745502566
random,4,0.01,9993.0,4.0,2,-73.95662803407534,40.69162421644506
random,4,0.01,9993.0,4.0,3,-73.9181082442367,40.795865248713994
lightweight,4,0.05,49966.0,0.0,0,-73.95625388016015,40.691599975326696
lightweight,4,0.05,49966.0,0.0,1,-73.99445502351828,40.728634938339034
lightweight,4,0.05,49966.0,0.0,2,-73.92011752091535,40.7972527074607
lightweight,4,0.05,49966.0,0.0,3,-73.9706814090737,40.76871350248918
lightweight,4,0.05,49966.0,1.0,0,-73.97291960320612,40.766837380718904
lightweight,4,0.05,49966.0,1.0,1,-73.99495498075858,40.72644759151271
lightweight,4,0.05,49966.0,1.0,2,-73.92252723157596,40.7968194212359
lightweight,4,0.05,49966.0,1.0,3,-73.95519494324253,40.69178639436972
lightweight,4,0.05,49966.0,2.0,0,-73.95595239250879,40.691812950122596
lightweight,4,0.05,49966.0,2.0,1,-73.97322640341429,40.76632702283693
lightweight,4,0.05,49966.0,2.0,2,-73.9233096857679,40.79689556779602
lightweight,4,0.05,49966.0,2.0,3,-73.9948776456142,40.72703635283841
lightweight,4,0.05,49966.0,3.0,0,-73.99430965785268,40.72877653432564
lightweight,4,0.05,49966.0,3.0,1,-73.95649667435674,40.69128899137746
lightweight,4,0.05,49966.0,3.0,2,-73.91928491635856,40.79745049763939
lightweight,4,0.05,49966.0,3.0,3,-73.96999570785535,40.76946218794976
lightweight,4,0.05,49966.0,4.0,0,-73.99535173594906,40.725168438680136
lightweight,4,0.05,49966.0,4.0,1,-73.92603426867814,40.79577625454858
