algo,k,frac,m,seed,r1,r2,r3
random,8,0.5,499658,0,0.9996037992784048,0.9995705125166499,1.0000192721575836
random,8,0.5,499658,1,0.9998905514253926,0.9998586351256549,1.0002526737740012
random,8,0.5,499658,2,1.0002572447982427,1.0002239011618885,1.0000042781259857
random,8,0.5,499658,3,0.9993301223714114,0.9992841752131995,1.0000251106453337
random,8,0.5,499658,4,1.000310180833836,1.000263897342186,0.9999733675840201
lightweight,16,0.0025,2498,0,1.0176854403462137,0.9653225678276143,1.0366598578665607
lightweight,16,0.0025,2498,1,0.9809088760526884,0.9447152263150308,1.0236467329141223
lightweight,16,0.0025,2498,2,0.9723294705589637,0.9675547345820305,1.0090278714067062
lightweight,16,0.0025,2498,3,1.0096277033224295,0.9757621445449657,1.0084004907151787
lightweight,16,0.0025,2498,4,1.0471230180499769,0.9833488024774982,1.0297599711088
random,16,0.0025,2498,0,1.027913925319054,0.9934530575727154,1.031919769530584
random,16,0.0025,2498,1,1.0033123632503858,0.9487511111793298,1.0406260685358868
random,16,0.0025,2498,2,1.0086435117384513,0.9685586559272836,1.0363426714137967
random,16,0.0025,2498,3,1.0033423339268144,0.9528686982954018,1.034304979612041
random,16,0.0025,2498,4,0.9692711672039286,0.9273125082268443,1.0363908975579994
lightweight,16,0.005,4997,0,1.024029360791852,0.9955122174016349,1.0221560816236608
lightweight,16,0.005,4997,1,0.9915235267210416,0.9794634493673543,1.0137348442954939
lightweight,16,0.005,4997,2,0.98671607839152,0.9735507710484496,1.0156150401671327
lightweight,16,0.005,4997,3,1.0129292356584019,0.9941793674447978,1.010091762627135
lightweight,16,0.005,4997,4,1.0304409323381745,1.0006548617760402,1.016665240042898
random,16,0.005,4997,0,1.0120842988127854,0.9866471516514012,1.016601575965141
random,16,0.005,4997,1,0.9964899760101487,0.9454177559685036,1.0756598079845017
random,16,0.005,4997,2,1.0069033579614017,0.9924848700461404,1.0011155090443078
random,16,0.005,4997,3,1.0208225571226321,0.9932648412214948,1.0342066486257002
random,16,0.005,4997,4,0.9784005710518552,0.9498644900942065,1.0189343798614436
lightweight,16,0.01,9993,0,1.020599295811866,1.0131298150194217,1.0063839841310294
lightweight,16,0.01,9993,1,1.0000933840595687,0.9941653826271056,1.0129153797401786
lightweight,16,0.01,9993,2,0.999643337284742,0.9921963047422868,1.0012351865220512
lightweight,16,0.01,9993,3,1.013338757469037,0.9997760844855453,1.0030010927681134
lightweight,16,0.01,9993,4,1.0116265623724752,0.9949764768047117,1.0165288629023168
random,16,0.01,9993,0,1.0091965140860018,1.0016653239604079,1.0070995946163441
random,16,0.01,9993,1,0.9995320687435021,0.9868376611433743,1.0087824510759091
random,16,0.01,9993,2,1.0028223811509358,0.9867765266619984,1.0065004254816434
random,16,0.01,9993,3,1.0028569638123916,0.9892592540720818,1.0141760539552624
random,16,0.01,9993,4,0.9761690378904828,0.9604486912233299,1.023670324553015
lightweight,16,0.05,49966,0,1.0058537218309025,1.0009883337031704,1.001712328934857
lightweight,16,0.05,49966,1,1.0057136520257561,1.0027834208107884,1.0042109795358345
