algo,k,frac,m,seed,center_idx,R,G,B
random,4,0.0025,2621.0,0.0,0,79.62610899873258,89.75792141951838,57.9809885931559
random,4,0.0025,2621.0,0.0,1,184.6931330472103,189.74463519313304,194.93991416309012
random,4,0.0025,2621.0,0.0,2,43.13583441138421,53.20827943078914,38.33117723156533
random,4,0.0025,2621.0,0.0,3,141.8043844856661,131.38448566610455,111.32883642495784
random,4,0.0025,2621.0,1.0,0,75.06314580941446,87.45350172215844,54.19977037887486
random,4,0.0025,2621.0,1.0,1,39.82747068676717,48.393634840871016,37.05025125628139
random,4,0.0025,2621.0,1.0,2,185.52601156069363,191.03082851637765,196.09441233140655
random,4,0.0025,2621.0,1.0,3,138.2981072555205,130.25709779179812,108.89116719242902
random,4,0.0025,2621.0,2.0,0,185.4128256513026,190.49699398797594,196.3507014028056
random,4,0.0025,2621.0,2.0,1,75.53736654804271,86.66192170818505,53.41992882562277
random,4,0.0025,2621.0,2.0,2,138.84290540540542,129.76351351351352,109.34966216216216
random,4,0.0025,2621.0,2.0,3,39.51528384279475,48.07423580786025,37.02474526928675
random,4,0.0025,2621.0,3.0,0,184.5324427480916,190.21946564885496,196.18511450381675
random,4,0.0025,2621.0,3.0,1,75.02941176470588,86.84841628959276,54.52828054298644
random,4,0.0025,2621.0,3.0,2,39.87846153846152,47.081538461538464,35.85538461538461
random,4,0.0025,2621.0,3.0,3,137.65364120781527,129.57193605683835,108.69271758436945
random,4,0.0025,2621.0,4.0,0,39.414173228346456,45.57480314960631,35.2251968503937
random,4,0.0025,2621.0,4.0,1,185.49794238683126,190.2469135802469,195.2777777777778
random,4,0.0025,2621.0,4.0,2,138.0392464678179,129.6640502354788,107.73783359497645
random,4,0.0025,2621.0,4.0,3,74.79953650057936,86.89107763615296,53.813441483198154
lightweight,4,0.005,5243.0,0.0,0,76.3292543924823,87.99613371211962,55.49996668971719
lightweight,4,0.005,5243.0,0.0,1,184.3002411026215,189.84961706641272,195.31400215931575
lightweight,4,0.005,5243.0,0.0,2,40.12914985158938,46.961556413364505,35.94946301482917
lightweight,4,0.005,5243.0,0.0,3,139.15037692924238,130.23006361538512,108.39853543067278
lightweight,4,0.005,5243.0,1.0,0,40.54211272110279,47.721723656506185,36.05390946009962
lightweight,4,0.005,5243.0,1.0,1,138.82911362009807,129.53735699205495,109.50453654365452
lightweight,4,0.005,5243.0,1.0,2,76.16071615247657,87.80654416823661,55.33109074018002
lightweight,4,0.005,5243.0,1.0,3,185.37251117784172,191.04375322486885,196.49234802913082
lightweight,4,0.005,5243.0,2.0,0,184.77070947173704,189.76096643506332,195.13818057737575
lightweight,4,0.005,5243.0,2.0,1,39.8451339692619,48.13809353251302,36.42224124467872
lightweight,4,0.005,5243.0,2.0,2,138.44729948920775,130.24633280448367,108.94694929770948
lightweight,4,0.005,5243.0,2.0,3,76.14340761228891,88.29735045510955,55.23479504203692
lightweight,4,0.005,5243.0,3.0,0,185.17819360619887,190.67683824927008,196.254477767466
lightweight,4,0.005,5243.0,3.0,1,75.18545167910287,87.32948649340531,55.596288198988525
lightweight,4,0.005,5243.0,3.0,2,139.72203539372424,130.43861889929536,108.86458254243006
lightweight,4,0.005,5243.0,3.0,3,39.46212205386339,46.49493798494739,35.50619348052854
lightweight,4,0.005,5243.0,4.0,0,138.64090164767964,129.12118296985798,105.8828692778635
lightweight,4,0.005,5243.0,4.0,1,39.118851600912286,46.185977909366564,35.38707918333688
lightweight,4,0.005,5243.0,4.0,2,183.924899067951,189.8079645682281,195.4629539993664
lightweight,4,0.005,5243.0,4.0,3,74.64764768846317,86.68386182089202,54.23046265308186
random,4,0.005,5243.0,0.0,0,40.277943368107316,47.65573770491805,36.39120715350226
random,4,0.005,5243.0,0.0,1,138.99113618049958,129.39403706688154,107.2522159548751
random,4,0.005,5243.0,0.0,2,74.71826086956523,86.92173913043479,54.143768115942045
random,4,0.005,5243.0,0.0,3,184.15721925133693,189.3422459893048,194.75614973262032
random,4,0.005,5243.0,1.0,0,74.57959641255604,86.82847533632287,53.45908071748878
random,4,0.005,5243.0,1.0,1,184.63450292397664,190.11111111111114,195.18323586744646
random,4,0.005,5243.0,1.0,2,138.16121112929625,130.16039279869068,108.26923076923077
random,4,0.005,5243.0,1.0,3,39.51692815854664,47.01403798513625,35.95210569777043
random,4,0.005,5243.0,2.0,0,185.19937369519835,190.83507306889356,196.5960334029228
random,4,0.005,5243.0,2.0,1,39.28265682656827,47.20073800738007,36.25092250922511
random,4,0.005,5243.0,2.0,2,75.25058823529412,87.17882352941177,53.79882352941177
random,4,0.005,5243.0,2.0,3,139.76260162601625,130.40731707317073,109.06341463414634
random,4,0.005,5243.0,3.0,0,74.38509670079637,86.90386803185439,54.48577929465299
random,4,0.005,5243.0,3.0,1,184.80597014925377,190.54825870646772,196.45074626865681
random,4,0.005,5243.0,3.0,2,39.987538940809976,46.69314641744548,35.73831775700933
random,4,0.005,5243.0,3.0,3,138.0326086956522,129.62709030100334,108.37207357859532
random,4,0.005,5243.0,4.0,0,139.16040688575902,129.67683881064164,107.6658841940532
