algo,k,frac,m,seed,center_idx,R,G,B
full,64,,,,14,223.3406360424026,160.20954063604242,69.09328621908142
full,64,,,,15,119.84615384615388,115.67805039787802,126.67340848806364
full,64,,,,16,243.48190205819702,250.7821149751602,184.00354861603975
full,64,,,,17,83.13381742738588,135.76867219917014,214.4425638785761
full,64,,,,18,146.60182697474477,178.07863156009316,237.16209922980477
full,64,,,,19,243.0319069628751,232.905024601163,79.92351274787546
full,64,,,,20,175.4927163667525,138.49528706083973,213.00228506141104
full,64,,,,21,42.92849903719417,107.27445018749303,186.84539373669799
full,64,,,,22,250.94056802750762,253.54907399382114,253.90872843893538
full,64,,,,23,220.28963051251503,66.64123957091773,149.65077473182362
full,64,,,,24,88.23660030627866,15.590352220521282,12.846860643185835
full,64,,,,25,139.06104972375704,192.3592541436464,61.40165745856362
full,64,,,,26,195.88058818558267,209.74807741063125,247.7788388405308
full,64,,,,27,119.40555381236271,101.31157828679005,169.47081895199247
full,64,,,,28,99.00991593015735,77.4462168570813,187.0424660487174
full,64,,,,29,58.65616797900265,26.697944006999407,173.917760279965
full,64,,,,30,180.8119755911518,119.16323417238752,45.43058733790977
full,64,,,,31,237.39286841274787,182.2496055538025,98.31050804670254
full,64,,,,32,46.38807780213703,114.53279070852182,195.52248239190249
full,64,,,,33,106.32083151620873,149.7062799825556,221.69959296409363
full,64,,,,34,167.32935529900112,187.89142560643413,223.11194707484762
full,64,,,,35,252.4411219899435,253.49722148716245,215.63244244509133
full,64,,,,36,85.96189024390246,19.689786585365823,63.01067073170742
full,64,,,,37,15.090673575128847,12.464018422567591,110.25474956822099
full,64,,,,38,110.74956478487938,62.98284008952989,223.71549365829398
full,64,,,,39,218.7431289640582,226.10233879492688,237.34038054968335
full,64,,,,40,243.07293796864403,201.5265848670757,127.26755282890251
full,64,,,,41,139.42448979591836,111.75999999999999,80.34448979591835
full,64,,,,42,228.67958557175652,53.473522640060665,111.41557943207985
full,64,,,,43,196.74149270803542,169.62553617386334,239.00614812696594
full,64,,,,44,87.23031856462835,129.94544123031858,199.49606371292566
full,64,,,,45,61.42925291884705,115.16915693718147,198.94643650168325
full,64,,,,46,65.24378434964662,125.09761842449629,208.6206490447527
full,64,,,,47,178.81732580037664,190.70621468926555,177.34463276836158
full,64,,,,48,165.51364063969893,130.0849012229539,241.42873941674506
full,64,,,,49,169.8607303747723,195.0268379181444,243.80101600690108
full,64,,,,50,214.30655107695054,225.33479310036643,250.44248815801262
full,64,,,,51,230.2526471312485,250.90494951982257,153.38537306082247
full,64,,,,52,105.13367955376033,80.448740142335,146.54279669167147
full,64,,,,53,198.60496183206078,243.59732824427454,122.17938931297701
full,64,,,,54,96.73953925716975,113.64833098260453,33.62576398683572
full,64,,,,55,61.35674518201285,56.90835117773021,162.19314775160598
full,64,,,,56,157.91004784688994,187.96076555023924,120.80287081339715
full,64,,,,57,246.8677956030906,218.70320855614986,156.95603089720737
full,64,,,,58,216.69310217631875,204.78716340833637,70.0652895610475
full,64,,,,59,143.44926108374386,40.22364532019712,137.95369458128079
full,64,,,,60,144.47164667393673,139.7093784078517,154.64558342420935
full,64,,,,61,125.84372367312554,163.3454085930918,229.72628475147434
full,64,,,,62,20.204109589041224,27.352054794520612,73.72328767123285
full,64,,,,63,109.5051954477981,145.54861454725383,206.3291687283523
lightweight,2,0.0025,1530.0,0.0,0,76.55434721891962,115.04608296869502,189.29735850874573
lightweight,2,0.0025,1530.0,0.0,1,214.13850910342455,218.97647492099566,216.63913687965484
lightweight,2,0.0025,1530.0,1.0,0,76.9267619241742,113.00914530862723,187.11073055737612
lightweight,2,0.0025,1530.0,1.0,1,209.03502503115715,214.92567001222295,222.8692785330375
lightweight,2,0.0025,1530.0,2.0,0,74.79801975724646,114.83278485433331,189.18571243301972
lightweight,2,0.0025,1530.0,2.0,1,210.80821121788182,217.23241036972513,218.89130115538097
lightweight,2,0.0025,1530.0,3.0,0,76.79325206568043,114.3961836785027,188.45263038501216
lightweight,2,0.0025,1530.0,3.0,1,211.11236175109119,217.3195934475535,214.5109311790155
lightweight,2,0.0025,1530.0,4.0,0,210.22638492525766,215.45035687378993,216.68847753762168
lightweight,2,0.0025,1530.0,4.0,1,76.35594810826768,112.9394352508313,190.42314209734565
random,2,0.0025,1530.0,0.0,0,212.81545064377693,216.9055793991417,214.03004291845494
random,2,0.0025,1530.0,0.0,1,77.47838345864659,114.29323308270676,190.7922932330827
random,2,0.0025,1530.0,1.0,0,78.60356138706652,114.97938144329896,188.796626054358
random,2,0.0025,1530.0,1.0,1,211.34773218142556,216.74730021598276,221.14470842332616
