algo,k,frac,m,seed,center_idx,latitude,longitude,price
full,64,,,,39,37.64821816854315,-122.4547862643086,324.3076923076923
full,64,,,,40,37.752878694353214,-122.40901383592202,108.5885714285714
full,64,,,,41,37.74942874714748,-122.42456744796242,561.2602739726027
full,64,,,,42,37.71946555927855,-122.43407668093774,92.05072463768118
full,64,,,,43,37.75125943827071,-122.44378520371069,355.4175824175824
full,64,,,,44,37.7742468,-122.44810079999999,1058.0869565217392
full,64,,,,45,37.63063168698351,-122.48945089778023,209.20238095238096
full,64,,,,46,37.74975137208055,-122.40491591849384,425.5121951219512
full,64,,,,47,37.6596115310059,-122.39624891044446,1733.75
full,64,,,,48,37.79375747301349,-122.42166642785811,100.84782608695652
full,64,,,,49,37.750289803774756,-122.47453847496892,233.17948717948718
full,64,,,,50,37.746079294329434,-122.41351144462298,234.56944444444443
full,64,,,,51,37.6449713935077,-122.48842303542558,661.5
full,64,,,,52,37.75253393471943,-122.42910560688873,855.4814814814814
full,64,,,,53,37.73619516823085,-122.42095684186589,108.07926829268293
full,64,,,,54,37.77568091020775,-122.47086263494425,452.57894736842104
full,64,,,,55,37.64469119244132,-122.42063151256497,289.18644067796606
full,64,,,,56,37.776495931158806,-122.50255177731503,145.46067415730334
full,64,,,,57,37.768196941953434,-122.44921563805542,105.92916666666669
full,64,,,,58,37.78643784320431,-122.4095917559493,208.64615384615385
full,64,,,,59,37.715197362161234,-122.44893940534354,90.45323741007195
full,64,,,,60,37.782524422574255,-122.39492613041446,307.4227642276423
full,64,,,,61,37.78329627283513,-122.39390656122431,154.62311557788945
full,64,,,,62,37.75690303951673,-122.47767129332594,84.37912087912088
full,64,,,,63,37.759999464892026,-122.4989210427049,303.0684931506849
lightweight,2,0.0025,20.0,0.0,0,37.67922083703618,-122.45995719443312,130.10071686625565
lightweight,2,0.0025,20.0,0.0,1,37.767467659067634,-122.429582635617,261.5627131485549
lightweight,2,0.0025,20.0,1.0,0,37.74614857089408,-122.47784774922702,123.76109949293559
lightweight,2,0.0025,20.0,1.0,1,37.768351244588835,-122.42348817088849,277.2379107878678
lightweight,2,0.0025,20.0,2.0,0,37.73494088267813,-122.45958002624778,130.21746130545029
lightweight,2,0.0025,20.0,2.0,1,37.76579268202591,-122.41424490907077,284.2279503742571
lightweight,2,0.0025,20.0,3.0,0,37.763840766010404,-122.42428180809418,180.5147053468416
lightweight,2,0.0025,20.0,3.0,1,37.781397708059934,-122.4324157876905,1386.4465353911987
lightweight,2,0.0025,20.0,4.0,0,37.76112596548674,-122.43270046521474,223.88270128752438
lightweight,2,0.0025,20.0,4.0,1,37.64376108020984,-122.4270434579143,86.16405652619497
random,2,0.0025,20.0,0.0,0,37.73475666666667,-122.47839,99.33333333333333
random,2,0.0025,20.0,0.0,1,37.760771235294115,-122.42337376470589,189.70588235294116
random,2,0.0025,20.0,1.0,0,37.723455,-122.46482333333333,146.16666666666669
random,2,0.0025,20.0,1.0,1,37.77806476867654,-122.42629599546433,231.12499999999997
random,2,0.0025,20.0,2.0,0,37.75789426459449,-122.43036397671463,194.8947368421053
random,2,0.0025,20.0,2.0,1,37.78809,-122.40734,1803.0
random,2,0.0025,20.0,3.0,0,37.75345026533855,-122.41768344221244,208.9375
random,2,0.0025,20.0,3.0,1,37.65525067962646,-122.47596456359862,193.5
random,2,0.0025,20.0,4.0,0,37.77038000325951,-122.47727532950015,102.2
random,2,0.0025,20.0,4.0,1,37.758283587595955,-122.41513306514565,290.6
lightweight,2,0.005,40.0,0.0,0,37.76910464618319,-122.42718038804378,305.343103410443
lightweight,2,0.005,40.0,0.0,1,37.69274710657195,-122.45896007056497,188.40717599344129
lightweight,2,0.005,40.0,1.0,0,37.75425118235291,-122.42209874792442,241.8604658195165
lightweight,2,0.005,40.0,1.0,1,37.74368219545449,-122.47699056353181,140.64099914981546
lightweight,2,0.005,40.0,2.0,0,37.756610792528946,-122.42870813292147,167.4857425975648
lightweight,2,0.005,40.0,2.0,1,37.775651770757015,-122.41030756384127,1643.300043650777
lightweight,2,0.005,40.0,3.0,0,37.71853956952512,-122.45900232750797,142.71359282004252
lightweight,2,0.005,40.0,3.0,1,37.77699009937876,-122.42128764195353,244.91272619195823
lightweight,2,0.005,40.0,4.0,0,37.78013556582575,-122.41582863370282,233.21553012987056
lightweight,2,0.005,40.0,4.0,1,37.713037058511034,-122.44389055890632,139.67133124589603
random,2,0.005,40.0,0.0,0,37.74147444444444,-122.47716888888888,180.55555555555554
random,2,0.005,40.0,0.0,1,37.76200686035438,-122.42227603508492,194.4193548387097
random,2,0.005,40.0,1.0,0,37.73810384759645,-122.47870068161855,154.6923076923077
random,2,0.005,40.0,1.0,1,37.76145933402351,-122.42329330872451,168.62962962962962
random,2,0.005,40.0,2.0,0,37.75541301340152,-122.4287681650031,217.13157894736838
random,2,0.005,40.0,2.0,1,37.794735,-122.411035,1803.0
random,2,0.005,40.0,3.0,0,37.789645,-122.42676,1501.5000000000002
random,2,0.005,40.0,3.0,1,37.74485726427517,-122.42608369926315,195.7894736842105
random,2,0.005,40.0,4.0,0,37.767902989182645,-122.41497502640557,213.62962962962962
random,2,0.005,40.0,4.0,1,37.73410769356135,-122.46326435750005,212.0
lightweight,2,0.01,80.0,0.0,0,37.773416252897036,-122.423150743509,237.93514731748277
lightweight,2,0.01,80.0,0.0,1,37.70959904749377,-122.46213654305085,144.18093452403912
lightweight,2,0.01,80.0,1.0,0,37.720669099153454,-122.46546164340306,145.68755442508967
lightweight,2,0.01,80.0,1.0,1,37.7717459655712,-122.41774144966627,235.80016710750064
